caseid,start_timestamp,end_timestamp,Activity,user
10002357,2014-08-04T23:00:00,2014-08-05T23:00:00, 01_HOOFD_0,560752
10002357,2014-08-05T23:00:00,2014-08-05T23:00:00, 02_DRZ_0,560752
10002357,2014-08-05T23:00:00,2014-08-05T23:00:00, 01_HOOFD_0,560752
10002357,2014-08-05T23:00:00,2014-08-05T23:00:00, 01_HOOFD_1,560752
10002357,2014-08-05T23:00:00,2014-08-05T23:00:00, 01_HOOFD_0,560752
10002357,2014-08-05T23:00:00,2014-08-05T23:00:00, 04_BPT_0,560752
10002357,2014-08-05T23:00:00,2014-08-05T23:00:00, 01_HOOFD_1,560752
10002357,2014-08-06T07:37:32,2014-08-06T07:37:32, 01_HOOFD_0,560752
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 08_AWB45_0,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_4,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_1,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_3,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_4,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 13_CRD_0,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 11_AH_II_0,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_4,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_3,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 09_AH_I_0,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_3,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_2,1550894
10002357,2014-08-18T23:00:00,2014-08-18T23:00:00, 01_HOOFD_4,1550894
10002357,2014-08-19T23:00:00,2014-08-19T23:00:00, 01_HOOFD_4,560781
10002357,2014-08-19T23:00:00,2014-08-19T23:00:00, 01_HOOFD_5,560781
10002357,2014-08-19T23:00:00,2014-08-19T23:00:00, 01_HOOFD_4,560781
10002357,2014-08-19T23:00:00,2014-08-19T23:00:00, 01_HOOFD_5,560781
10002357,2014-08-19T23:00:00,2014-08-19T23:00:00, 01_HOOFD_4,560781
10002357,2014-08-20T23:00:00,2014-08-20T23:00:00, 01_HOOFD_5,560781
10002357,2014-10-06T23:00:00,2014-10-06T23:00:00, 01_BB_7,560752
10002357,2014-10-06T23:00:00,2014-10-06T23:00:00, 01_HOOFD_8,560752
10002357,2014-10-06T23:00:00,2014-10-06T23:00:00, 01_BB_5,560752
10002357,2014-10-07T10:55:52,2014-10-07T10:55:52, 01_BB_7,560752
10003250,2014-08-04T23:00:00,2014-08-05T23:00:00, 01_HOOFD_0,560752
10003250,2014-08-05T23:00:00,2014-08-05T23:00:00, 02_DRZ_0,560752
10003250,2014-08-05T23:00:00,2014-08-05T23:00:00, 04_BPT_0,560752
10003250,2014-08-05T23:00:00,2014-08-05T23:00:00, 01_HOOFD_0,560752
10003250,2014-08-05T23:00:00,2014-08-05T23:00:00, 01_HOOFD_1,560752
10003250,2014-08-05T23:00:00,2014-08-06T08:35:43, 01_HOOFD_0,560752
10044776,2014-08-13T23:00:00,2014-08-13T23:00:00, 01_HOOFD_0,560752
10044776,2014-08-13T23:00:00,2014-08-13T23:00:00, 02_DRZ_0,560752
10044776,2014-08-13T23:00:00,2014-08-13T23:00:00, 04_BPT_0,560752
10044776,2014-08-13T23:00:00,2014-08-13T23:00:00, 01_HOOFD_0,560752
10044776,2014-08-13T23:00:00,2014-08-13T23:00:00, 01_HOOFD_1,560752
10044776,2014-08-13T23:00:00,2014-08-14T11:00:38, 01_HOOFD_0,560752
10069611,2014-08-18T23:00:00,2014-08-19T23:00:00, 01_HOOFD_0,560781
10069611,2014-08-19T23:00:00,2014-08-19T23:00:00, 02_DRZ_0,560781
10069611,2014-08-19T23:00:00,2014-08-19T23:00:00, 04_BPT_0,560781
10069611,2014-08-19T23:00:00,2014-08-19T23:00:00, 01_HOOFD_0,560781
10069611,2014-08-19T23:00:00,2014-08-19T23:00:00, 04_BPT_0,560781
10069611,2014-08-19T23:00:00,2014-08-19T23:00:00, 01_HOOFD_0,560781
10069611,2014-08-19T23:00:00,2014-08-19T23:00:00, 04_BPT_0,560781
10069611,2014-08-19T23:00:00,2014-08-20T09:27:26, 01_HOOFD_0,560781
10069611,2014-08-20T09:32:03,2014-08-20T09:32:03, 01_HOOFD_0,560752
10069611,2014-08-20T09:32:03,2014-08-20T09:32:03, 01_HOOFD_0,1550894
10069611,2014-09-16T23:00:00,2014-09-16T23:00:00, 01_HOOFD_1,560849
10069611,2014-09-16T23:00:00,2014-09-16T23:00:00, 08_AWB45_0,560849
10069611,2014-09-16T23:00:00,2014-09-16T23:00:00, 01_HOOFD_0,560849
10069611,2014-09-16T23:00:00,2014-09-16T23:00:00, 08_OLO_1,560849
10069611,2014-09-16T23:00:00,2014-09-16T23:00:00, 08_AWB45_0,560849
10069611,2014-09-17T12:12:28,2014-09-17T12:12:28, 08_AWB45_0,1550894
10069611,2014-09-17T12:12:28,2014-09-17T12:12:28, 08_AWB45_0,560849
10069611,2014-11-12T23:00:00,2014-11-12T23:00:00, 08_AWB45_0,560752
10069611,2014-11-12T23:00:00,2014-11-12T23:00:00, 08_AWB45_0,1550894
10069611,2014-11-12T23:00:00,2014-11-13T12:38:19, 08_AWB45_0,560752
10069611,2015-01-28T23:00:00,2015-01-28T23:00:00, 01_HOOFD_1,560849
10069611,2015-01-28T23:00:00,2015-01-28T23:00:00, 01_HOOFD_4,560849
10069611,2015-01-28T23:00:00,2015-01-28T23:00:00, 01_OLO_1,560849
10069611,2015-01-28T23:00:00,2015-01-28T23:00:00, 01_HOOFD_4,560849
